timestamp,ticker,side,strategy,quantity,reference_price
2026-04-28 13:40:00-04:00,SPY,buy,Adaptive,21068.622941036145,710.72998046875
2026-04-28 13:45:00-04:00,SPY,buy,Adaptive,20127.490793624995,710.719970703125
2026-04-28 13:50:00-04:00,SPY,buy,Adaptive,13263.6,710.8499755859375
2026-04-28 13:55:00-04:00,SPY,buy,Adaptive,15896.082094834595,711.030029296875
2026-04-28 14:00:00-04:00,SPY,buy,Adaptive,15561.427734943341,710.8800048828125
2026-04-28 14:05:00-04:00,SPY,buy,Adaptive,18258.741875666856,710.989990234375
2026-04-28 14:10:00-04:00,SPY,buy,Adaptive,17528.39220064018,711.030029296875
2026-04-28 14:15:00-04:00,SPY,buy,Adaptive,16783.435532112973,711.4000244140625
2026-04-28 14:20:00-04:00,SPY,buy,Adaptive,16022.586454657183,711.385009765625
2026-04-28 14:25:00-04:00,SPY,buy,Adaptive,15244.346541145265,711.3499755859375
2026-04-28 14:30:00-04:00,SPY,buy,Adaptive,6019.5624803496685,711.0700073242188
2026-04-28 14:35:00-04:00,SPY,buy,Adaptive,7404.061850830093,711.0650024414062
2026-04-28 14:40:00-04:00,SPY,buy,Adaptive,7511.7572959330755,711.4000244140625
2026-04-28 14:45:00-04:00,SPY,buy,Adaptive,7631.945412668006,711.3800048828125
2026-04-28 14:50:00-04:00,SPY,buy,Adaptive,15535.248884453096,711.5700073242188
2026-04-28 14:55:00-04:00,SPY,buy,Adaptive,7107.376364637292,711.52001953125
2026-04-28 15:00:00-04:00,SPY,buy,Adaptive,14539.661363086576,711.6199951171875
2026-04-28 15:05:00-04:00,SPY,buy,Adaptive,12891.833075270095,711.9251708984375
2026-04-28 15:10:00-04:00,SPY,buy,Adaptive,11138.543777033363,711.9199829101562
2026-04-28 15:15:00-04:00,SPY,buy,Adaptive,9244.991334937693,711.6400146484375
2026-04-28 15:20:00-04:00,SPY,buy,Adaptive,7149.45996568515,711.6500244140625
2026-04-28 15:25:00-04:00,SPY,buy,Adaptive,2359.3217886760995,711.5900268554688
2026-04-28 15:30:00-04:00,SPY,buy,Adaptive,3258.11104150509,711.239990234375
