timestamp,ticker,side,strategy,quantity,reference_price
2026-04-28 13:15:00-04:00,SPY,buy,TWAP,11426.261731343284,709.6500244140625
2026-04-28 13:20:00-04:00,SPY,buy,TWAP,11426.261731343284,709.89501953125
2026-04-28 13:25:00-04:00,SPY,buy,TWAP,11426.261731343284,710.1199951171875
2026-04-28 13:30:00-04:00,SPY,buy,TWAP,11426.261731343284,710.4550170898438
2026-04-28 13:35:00-04:00,SPY,buy,TWAP,11426.261731343284,710.5999755859375
2026-04-28 13:40:00-04:00,SPY,buy,TWAP,11426.261731343284,710.72998046875
2026-04-28 13:45:00-04:00,SPY,buy,TWAP,11426.261731343284,710.719970703125
2026-04-28 13:50:00-04:00,SPY,buy,TWAP,11426.261731343284,710.8499755859375
2026-04-28 13:55:00-04:00,SPY,buy,TWAP,11426.261731343284,711.030029296875
2026-04-28 14:00:00-04:00,SPY,buy,TWAP,11426.261731343284,710.8800048828125
2026-04-28 14:05:00-04:00,SPY,buy,TWAP,11426.261731343284,710.989990234375
2026-04-28 14:10:00-04:00,SPY,buy,TWAP,11426.261731343284,711.030029296875
2026-04-28 14:15:00-04:00,SPY,buy,TWAP,11426.261731343284,711.4000244140625
2026-04-28 14:20:00-04:00,SPY,buy,TWAP,11426.261731343284,711.385009765625
2026-04-28 14:25:00-04:00,SPY,buy,TWAP,11426.261731343284,711.3499755859375
2026-04-28 14:30:00-04:00,SPY,buy,TWAP,11426.261731343284,711.0700073242188
2026-04-28 14:35:00-04:00,SPY,buy,TWAP,11426.261731343284,711.0650024414062
2026-04-28 14:40:00-04:00,SPY,buy,TWAP,11426.261731343284,711.4000244140625
2026-04-28 14:45:00-04:00,SPY,buy,TWAP,11426.261731343284,711.3800048828125
2026-04-28 14:50:00-04:00,SPY,buy,TWAP,11426.261731343284,711.5700073242188
2026-04-28 14:55:00-04:00,SPY,buy,TWAP,11426.261731343284,711.52001953125
2026-04-28 15:00:00-04:00,SPY,buy,TWAP,11426.261731343284,711.6199951171875
2026-04-28 15:05:00-04:00,SPY,buy,TWAP,11426.261731343284,711.9251708984375
2026-04-28 15:10:00-04:00,SPY,buy,TWAP,11426.261731343284,711.9199829101562
2026-04-28 15:15:00-04:00,SPY,buy,TWAP,11426.261731343284,711.6400146484375
2026-04-28 15:20:00-04:00,SPY,buy,TWAP,11426.261731343284,711.6500244140625
2026-04-28 15:25:00-04:00,SPY,buy,TWAP,11426.261731343284,711.5900268554688
2026-04-28 15:30:00-04:00,SPY,buy,TWAP,11426.261731344448,711.239990234375
